date,dehumidifier 50 pint_ara,dehumidifier 50 pint_trend,dehumidifier_ara,dehumidifier_trend,dehumidifiers for home_ara,dehumidifiers for home_trend,dehumidifier 30 pint_ara,dehumidifier 30 pint_trend,dehumidifiers_ara,dehumidifiers_trend,30 pint dehumidifier_ara,30 pint dehumidifier_trend,dehumidifiers for basements_ara,dehumidifiers for basements_trend,dehumidifier 70 pint_ara,dehumidifier 70 pint_trend,small dehumidifier_ara,small dehumidifier_trend,air humidifier_ara,air humidifier_trend,50 pint dehumidifier_ara,50 pint dehumidifier_trend,dehumidifier with drain hose_ara,dehumidifier with drain hose_trend,70 pint dehumidifier_ara,70 pint dehumidifier_trend,closet dehumidifier_ara,closet dehumidifier_trend,safe dehumidifier_ara,safe dehumidifier_trend,dehumidifier air purifier_ara,dehumidifier air purifier_trend,dehumidifier for basements_ara,dehumidifier for basements_trend,basement dehumidifier_ara,basement dehumidifier_trend,whole house dehumidifier_ara,whole house dehumidifier_trend,portable dehumidifier_ara,portable dehumidifier_trend,dehumidifier for rv_ara,dehumidifier for rv_trend,dehumidifier hose_ara,dehumidifier hose_trend,dehumidifier drain hose_ara,dehumidifier drain hose_trend,dehumidifier pump_ara,dehumidifier pump_trend,inventory_fbm,inventory_fba,phase_Sustain_SoldOut,phase_Sustain,AVGSalePrice,Holiday_Christmas Day,Holiday_Columbus Day,Holiday_Independence Day,Holiday_Labor Day,Holiday_Martin Luther King Jr. Day,Holiday_Memorial Day,Holiday_New Year Day,Holiday_Presidents Day (Washingtons Birthday),Holiday_Thanksgiving Day,Holiday_Veterans Day,dehumidifier 50 pint,dehumidifier,dehumidifiers for home,dehumidifier 30 pint,dehumidifiers,30 pint dehumidifier,dehumidifiers for basements,dehumidifier 70 pint,small dehumidifier,air humidifier,energy efficient dehumidifier,50 pint dehumidifier,dehumidifier with drain hose,home dehumidifier,70 pint dehumidifier,dehumidifiers for basements 70 pint,closet dehumidifier,dehumidifier for home,dehumidifiers with pump,energy star dehumidifier,safe dehumidifier,dehumidifier air purifier,mid size dehumidifier,room dehumidifier,room dehumidifiers for home,small dehumidifiers,dehumidifier for basements,70 pint dehumidifiers for basements,dehumidifier for basement,50 pint dehumidifiers for basements,large room dehumidifier,basement dehumidifier,basement dehumidifiers for home,whole house dehumidifier,portable dehumidifier,small room dehumidifier,dehumidifier auto shut off,air conditioner dehumidifier,dehumidifier for rv,dehumidifier with hose,dehumidifier with hose drain,ac dehumidifier,crawl space dehumidifier,dehumidifier hose,dehumidifier energy star,small dehumidifier for bathroom,dehumidifier 70,dehumidifier drain hose,quiet dehumidifier,dehumidifier pump,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,target
2017-05-18,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,20,18,3,138,0,0,0,0,0,0,0.0
2017-05-19,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,20,19,4,139,0,0,0,0,0,0,0.0
2017-05-20,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,20,20,5,140,0,0,0,0,0,0,0.0
2017-05-21,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,20,21,6,141,0,0,0,0,0,0,1.0
2017-05-22,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,21,22,0,142,0,0,0,0,0,0,0.0
2017-05-23,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,21,23,1,143,0,0,0,0,0,0,0.0
2017-05-24,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,21,24,2,144,0,0,0,0,0,0,0.0
2017-05-25,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,21,25,3,145,0,0,0,0,0,0,0.0
2017-05-26,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,21,26,4,146,0,0,0,0,0,0,0.0
2017-05-27,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,21,27,5,147,0,0,0,0,0,0,0.0
2017-05-28,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,21,28,6,148,0,0,0,0,0,0,0.0
2017-05-29,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.5,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,22,29,0,149,0,0,0,0,0,0,0.0
2017-05-30,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,22,30,1,150,0,0,0,0,0,0,0.0
2017-05-31,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.595238095238097,7.833333333333335,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,5,22,31,2,151,1,0,0,0,0,0,0.0
2017-06-01,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.67298985167837,10.91471506635442,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,6,22,1,3,152,0,1,0,0,0,0,0.0
2017-06-02,14790.0,29.0,389.50000000000006,56.625,8462.000000000002,33.875,80363.00000000003,48.0,8392.000000000007,52.125,123508.0,49.625,1177.0,15.375,24108.5,44.375,86582.0,55.75,14937.0,28.375,122069.5,29.0,114815.5,17.625,31603.50000000004,37.875,80672.50000000006,22.0,47186.00000000001,26.87500000000001,170428.00000000006,81.25,21663.00000000001,17.875,146125.00000000006,41.875,298290.0,60.25,212112.0,18.125,371757.0,49.375,-47796.5,38.87499999999999,49039.00000000009,26.75,-32988.99999999996,51.625,0.5005940548478177,0.0,0.0,0.0,289.7911037305733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.67298985167837,10.91471506635442,23.316327977315684,25.83381642512076,24.30477630749844,26.380068438003217,23.61333098497048,29.094202898550723,43.53199275362317,45.95090579710145,47.09094202898551,48.721152331443,50.0,46.32955917874397,40.7058916194077,48.54347826086956,43.687681159420286,42.12644927536233,49.35416666666664,49.78659420289855,44.357789855072454,42.80036231884059,50.0,44.53288043478261,48.43478260869565,26.476666666666663,42.56159420289854,49.29678638941399,4.33767361111111,46.918953804347815,43.05588768115943,50.0,46.96603260869565,43.37974033816426,47.39266304347826,15.613451086956522,43.89556631892696,33.230374396135275,45.30226449275362,46.22608695652174,28.989191578270653,47.619565217391305,50.0,45.30226449275362,46.77898550724639,46.64085144927535,45.518478260869564,49.517028985507245,47.4054347826087,2017,6,22,2,4,153,0,0,0,0,0,0,0.0
