,dehumidifier 50 pint_ara,dehumidifier 50 pint_trend,dehumidifier_ara,dehumidifier_trend,dehumidifiers for home_ara,dehumidifiers for home_trend,dehumidifier 30 pint_ara,dehumidifier 30 pint_trend,dehumidifiers_ara,dehumidifiers_trend,30 pint dehumidifier_ara,30 pint dehumidifier_trend,dehumidifiers for basements_ara,dehumidifiers for basements_trend,dehumidifier 70 pint_ara,dehumidifier 70 pint_trend,dehumidifier for bathroom_ara,dehumidifier for bathroom_trend,small dehumidifier_ara,small dehumidifier_trend,mini dehumidifier_ara,mini dehumidifier_trend,50 pint dehumidifier_ara,50 pint dehumidifier_trend,dehumidifier small_ara,dehumidifier small_trend,dehumidifier with drain hose_ara,dehumidifier with drain hose_trend,70 pint dehumidifier_ara,70 pint dehumidifier_trend,closet dehumidifier_ara,closet dehumidifier_trend,safe dehumidifier_ara,safe dehumidifier_trend,dehumidifier air purifier_ara,dehumidifier air purifier_trend,dehumidifier for basements_ara,dehumidifier for basements_trend,bathroom dehumidifier_ara,bathroom dehumidifier_trend,basement dehumidifier_ara,basement dehumidifier_trend,whole house dehumidifier_ara,whole house dehumidifier_trend,portable dehumidifier_ara,portable dehumidifier_trend,inventory_fbm,inventory_fba,phase_Sustain_SoldOut,phase_Sustain,AVGSalePrice,Holiday_Christmas Day,Holiday_Columbus Day,Holiday_Independence Day,Holiday_Labor Day,Holiday_Martin Luther King Jr. Day,Holiday_Memorial Day,Holiday_New Year Day,Holiday_Presidents Day (Washingtons Birthday),Holiday_Thanksgiving Day,Holiday_Veterans Day,dehumidifier 50 pint,dehumidifier,dehumidifiers for home,dehumidifier 30 pint,dehumidifiers,30 pint dehumidifier,dehumidifiers for basements,dehumidifier 70 pint,dehumidifier for bathroom,small dehumidifier,mini dehumidifier,compact dehumidifier,energy efficient dehumidifier,mini dehumidifier for bathroom,50 pint dehumidifier,dehumidifier small,dehumidifier with drain hose,home dehumidifier,70 pint dehumidifier,dehumidifier for safe,dehumidifiers for basements 70 pint,closet dehumidifier,dehumidifier for home,dehumidifiers with pump,energy star dehumidifier,safe dehumidifier,dehumidifier air purifier,mid size dehumidifier,room dehumidifier,room dehumidifiers for home,small dehumidifiers,dehumidifier for basements,bathroom dehumidifier,dehumidifier 30 pt,mini dehumidifiers,dehumidifier 70 pint pump,70 pint dehumidifiers for basements,dehumidifier for bedroom,dehumidifier for basement,50 pint dehumidifiers for basements,dehumidifier rv,70 pt dehumidifier,small bathroom dehumidifier,large room dehumidifier,30 pint dehumidifiers,basement dehumidifier,basement dehumidifiers for home,whole house dehumidifier,portable dehumidifier,small room dehumidifier,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,target
2017-10-07,137047.7142857143,21.5,949.2142857142858,43.98214285714286,13290.285714285714,25.94642857142857,147569.85714285716,47.357142857142854,24314.285714285717,39.48214285714286,247351.42857142858,34.410714285714285,7478.714285714285,16.446428571428573,115569.07142857142,37.089285714285715,50305.78571428571,23.017857142857142,72300.28571428571,49.75,186728.7142857143,10.321428571428573,374341.2142857143,21.5,216713.07142857145,47.55357142857143,160928.92857142858,4.553571428571431,111841.5,32.51785714285714,188078.5,7.2142857142857135,60079.142857142855,38.44642857142857,326938.0,81.03571428571429,96359.57142857143,22.160714285714285,118917.0,20.55357142857143,338250.14285714284,24.517857142857142,644879.1428571428,29.821428571428573,193317.42857142858,14.482142857142858,0.40147744516222406,0.019907281156258522,1.0,0.0,227.95000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7701352145796589,1.250292397660819,0.33139158576051775,0.14137483787289234,0.37281553398058254,0.09430255402750491,0.0,0.0,0.368421052631579,1.736591989137814,0.0,8.0,1.2095238095238094,8.666666666666668,0.0,0.026009582477754964,0.020449897750511245,0.3860369609856263,24.0,0.28336755646817247,0.0,1.3333333333333335,6.0,0.0,0.0,0.0,9.333333333333334,0.0,4.666666666666666,0.0,0.4302901627742392,0.0,1.9776847977684797,3.8181818181818183,3.8728813559322033,0.4,2.0,0.01284796573875803,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,2.0,0.0,0.0,4.666666666666666,0.0,2017,10,40,7,5,280,0,0,0,0,0,0,6.0
2017-10-08,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.018339241887101173,1.0,0.0,227.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417793454830492,1.0419103313840157,0.2761596548004315,0.11781236489407695,0.3106796116504854,0.07858546168958742,0.0,0.0,0.3070175438596492,1.4471599909481785,0.0,6.666666666666667,1.007936507936508,7.222222222222222,0.0,0.021674652064795803,0.01704158145875937,0.3216974674880219,20.0,0.23613963039014374,0.0,1.1111111111111112,5.0,0.0,0.0,0.0,9.444444444444445,0.0,3.888888888888889,0.0,0.3585751356451993,0.0,1.9814039981403997,3.8181818181818183,3.8728813559322033,0.4,1.6666666666666667,0.010706638115631691,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,1.6666666666666667,0.0,0.0,3.888888888888889,0.0,2017,10,40,8,6,281,0,0,0,0,0,0,23.0
2017-10-09,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.016907553858740116,1.0,0.0,227.9499999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5134234763864394,0.8335282651072127,0.2209277238403452,0.09424989191526156,0.24854368932038834,0.06286836935166994,0.0,0.0,0.24561403508771934,1.1577279927585429,0.0,5.333333333333334,0.8063492063492064,5.777777777777778,0.0,0.017339721651836643,0.013633265167007497,0.25735797399041754,16.0,0.188911704312115,0.0,0.8888888888888888,4.0,0.0,0.0,0.0,9.555555555555555,0.0,3.111111111111111,0.0,0.28686010851615945,0.0,1.9851231985123199,3.8181818181818183,3.8728813559322033,0.4,1.3333333333333335,0.008565310492505352,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,1.3333333333333335,0.0,0.0,3.111111111111111,0.0,2017,10,41,9,0,282,0,0,0,0,0,0,25.0
2017-10-10,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.015475865830379057,1.0,0.0,227.94999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38506760728982947,0.6251461988304094,0.16569579288025887,0.07068741893644617,0.18640776699029127,0.04715127701375246,0.0,0.0,0.1842105263157895,0.868295994568907,0.0,4.0,0.6047619047619046,4.333333333333334,0.0,0.013004791238877482,0.010224948875255623,0.19301848049281312,12.0,0.14168377823408623,0.0,0.6666666666666667,3.0,0.0,0.0,0.0,9.666666666666666,0.0,2.333333333333333,0.0,0.21514508138711963,0.0,1.9888423988842399,3.8181818181818183,3.8728813559322033,0.4,1.0,0.006423982869379015,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,1.0,0.0,0.0,2.333333333333333,0.0,2017,10,41,10,1,283,0,0,0,0,0,0,17.0
2017-10-11,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.016566675756749385,1.0,0.0,429.26075471698124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567117381932196,0.4167641325536062,0.11046386192017255,0.04712494595763078,0.12427184466019414,0.031434184675834975,0.0,0.0,0.1228070175438597,0.5788639963792717,0.0,2.666666666666668,0.4031746031746031,2.8888888888888893,0.0,0.008669860825918321,0.006816632583503748,0.12867898699520874,8.0,0.09445585215605745,0.0,0.44444444444444464,2.0,0.0,0.0,0.0,9.777777777777779,0.0,1.5555555555555554,0.0,0.14343005425807975,0.0,1.9925615992561598,3.8181818181818183,3.8728813559322033,0.4,0.666666666666667,0.004282655246252676,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.666666666666667,0.0,0.0,1.5555555555555554,0.0,2017,10,41,11,2,284,0,0,0,0,0,0,54.0
2017-10-12,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.012135260430869921,1.0,0.0,437.93999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1283558690966098,0.20838206627680322,0.05523193096008627,0.02356247297881539,0.06213592233009707,0.015717092337917488,0.0,0.0,0.06140350877192985,0.28943199818963583,0.0,1.333333333333334,0.20158730158730154,1.4444444444444446,0.0,0.004334930412959161,0.003408316291751874,0.06433949349760437,4.0,0.047227926078028726,0.0,0.22222222222222232,1.0,0.0,0.0,0.0,9.88888888888889,0.0,0.7777777777777777,0.0,0.07171502712903988,0.0,1.99628079962808,3.8181818181818183,3.8728813559322033,0.4,0.3333333333333335,0.002141327623126337,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.3333333333333335,0.0,0.0,0.7777777777777777,0.0,2017,10,41,12,3,285,0,0,0,0,0,0,22.0
2017-10-13,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.010635396782110717,1.0,0.0,437.93999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8181818181818183,3.8728813559322033,0.4,0.0,0.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2017,10,41,13,4,286,0,0,0,0,0,0,23.0
2017-10-14,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.00872647941096264,1.0,0.0,227.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8181818181818183,3.8728813559322033,0.4,0.0,0.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2017,10,41,14,5,287,0,0,0,0,0,0,21.0
2017-10-15,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.007362967002999727,1.0,0.0,227.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8181818181818183,3.8728813559322033,0.4,0.0,0.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2017,10,41,15,6,288,0,0,0,0,0,0,31.0
2017-10-16,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.0055904008726479415,1.0,0.0,437.93999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8181818181818183,3.8728813559322033,0.4,0.0,0.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2017,10,42,16,0,289,0,0,0,0,0,0,28.0
2017-10-17,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.00327242977911099,1.0,0.0,437.93999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8181818181818183,3.8728813559322033,0.4,0.0,0.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2017,10,42,17,1,290,0,0,0,0,0,0,21.0
2017-10-18,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.0020452686119443687,1.0,0.0,437.93999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8181818181818183,3.8728813559322033,0.4,0.0,0.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2017,10,42,18,2,291,0,0,0,0,0,0,14.0
2017-10-19,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.011248977365694027,1.0,0.0,437.93999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8181818181818183,3.8728813559322033,0.4,0.0,0.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2017,10,42,19,3,292,0,0,0,0,0,0,13.0
2017-10-20,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.14535042268884646,1.0,0.0,226.78333333333325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,10.0,0.0,31.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,13.0,3.8181818181818183,3.8728813559322033,0.4,0.0,2.0,0.8550106609808102,7.73404255319149,1.9785407725321889,1.9100642398286938,0.3776824034334764,1.119047619047619,0.0,0.0,0.0,2.0,0.0,2017,10,42,20,4,293,0,0,0,0,0,0,18.0
2017-10-21,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.15550859012817017,1.0,0.0,224.94999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,42,21,5,294,0,0,0,0,0,0,16.0
2017-10-22,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.1542132533406054,1.0,0.0,224.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,42,22,6,295,0,0,0,0,0,0,23.0
2017-10-23,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.1527133896918462,1.0,0.0,449.29999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,43,23,0,296,0,0,0,0,0,0,17.0
2017-10-24,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.15175893100627216,1.0,0.0,214.71774193548382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,5.0,0.0,6.0,0.0,3.0,40.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,43,24,1,297,0,0,0,0,0,0,31.0
2017-10-25,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.21509408235614944,1.0,0.0,199.95000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,5.0,0.0,0.0,0.0,3.0,30.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,43,25,2,298,0,0,0,0,0,0,74.0
2017-10-26,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.2579083719661849,1.0,0.0,199.9500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,5.0,2.0,10.0,0.0,2.0,32.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,43,26,3,299,0,0,0,0,0,0,95.0
2017-10-27,157424.0,20.25,1042.5,41.875,14095.0,24.625,158771.00000000003,47.25,26968.0,37.375,267992.0,31.875,8529.0,16.625,130812.5,35.875,49535.5,22.625,69920.0,48.75,181705.0,9.000000000000002,416386.5,20.25,202230.50000000003,45.375,168614.5,2.375,125214.5,31.625,205979.5,4.75,62228.0,40.375,353023.0,81.0,108809.0,22.875,111445.0,20.125,370271.0,21.625,702644.0,24.75,190185.0,13.875,0.40147744516222406,0.45943550586310333,1.0,0.0,199.95000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,9.0,0.0,2.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,43,27,4,300,0,0,0,0,0,0,59.0
